Review Text,Review Title,Review Submit Date and Time
정말 유용한 앱이네요,,2018-03-22T12:24:21Z
,,2018-03-22T12:26:23Z
진짜 좋습니다 돈받고 하는게 아니라 중3이 쓰는것데 진짜 좋습니다.,,2018-03-22T12:31:01Z
개꿀임 ㅋㅋ,,2018-03-22T12:34:43Z
학생들에게 추천하고 싶은 어플♡,,2018-03-22T12:34:35Z
좋아요 !!,,2018-03-22T12:41:29Z
좋음 많은 도움이 됨,,2018-03-22T12:44:02Z
이거 너무 좋네요~~^^,,2018-03-22T12:47:19Z
,,2018-03-22T13:02:53Z
대박 이 어플 역대급임.!!,,2018-03-22T13:07:28Z
,,2018-03-22T13:12:41Z
정말 좋아요 선생님도 친절하시궁..... 강추합니다!!,,2018-03-22T13:14:53Z
개꿀이에요 돈내는거빼고요,,2018-03-22T13:21:14Z
와우,,2018-03-22T13:22:06Z
풀이가 너무 부실하네요,,2018-03-22T13:25:08Z
,,2018-03-22T13:25:57Z
어려운문제도 간단하게 해주셔 너무 감사해요~😊,,2018-03-22T13:29:48Z
,,2018-03-22T13:33:37Z
좋음,,2018-03-22T13:35:24Z
무료로 사용할 수 있고 문제도 기가 막히게 잘 찾아줘서 좋아용! 다만 5일에 1번 무료이용이 가능해서 ㅠㅠ 궁금한 문제는 너무 많은데 아쉽네요... 3일에 1번만 되어도 참 좋을 것 같지만 정말 좋은 앱입니당 잘 쓰구 있어요♥,,2018-03-22T13:37:46Z
와ㅜㅜㅜㅜㅡ 사랑해요 진짜ㅜㅜ 광고보고 깔았는데 ㅜㅠㅜ 퓨퓨,,2018-03-22T13:38:33Z
Good,,2018-03-22T13:43:30Z
짱이다,,2018-03-22T13:50:43Z
개발자 나와라 상받아라,,2018-03-22T13:55:00Z
좋네여,,2018-03-22T13:55:21Z
"어플을 깔고 맨처음에 뜨는 '시작하기'를눌렀는데 안되서 페이스북,이메일이 안되서 결국 지웠습니다 제발 답장좀요",,2018-03-22T13:55:26Z
진짜 이런거 리뷰안남기는데 진짜 좋은앱입니다 쓰시는갈추천함bb,,2018-03-22T13:56:01Z
정말 대단합니다!,,2018-03-22T13:59:31Z
,,2018-03-22T14:22:39Z
ㄴ짜 너무 좋아요 ㅜㅠ... 선생님 푼ㅅ이 너무 좋으셔서요 ㅜ,,2018-03-22T14:23:25Z
,,2018-03-22T14:36:58Z
좋아요,,2018-03-22T14:39:41Z
한번 써봤는데 진짜 좋긴 하네요ㅋㅋㅋㅋ 자주 무료 질문이 들어왔으면 좋겠네요,,2018-03-22T14:42:55Z
어려운 문제 때문에 혼자 끙끙 앓고있다가 속이 시원해졌네요. 학교선생님보다 더 좋은듯합니다,,2018-03-22T14:46:13Z
우왖 다들 콴다하세요 모르는문제 바로바로 쏙쏙알려줌,,2018-03-22T14:51:38Z
너무 좋습니다!!,,2018-03-22T14:57:30Z
이앱진짜 너무너무 조아여..!!! 모르는 문제만 찍으면 바로바로 쉽게쉽게 풀이도 뜨니까 콴다만 있으면 못풀문제가 없겠네요!!!제작자님 존경합니다!!!!!!!!,,2018-03-22T15:12:55Z
너무너무 좋아요 되게 신기해요 문제가 딱딱 풀이과정도 잘나와용 ㅎㅎ 감사합니당,,2018-03-22T15:34:22Z
답지가 없고 잘 모르겠을때 이앱쓰면 되게 좋은거 같아요 답지가 꼭필요할때도 있는거고요 선생님한테 질문도 할수 있어서 조아여 ㅎㅎㅎ,,2018-03-22T15:59:58Z
수학문제 풀 때 진짜 도움이 많이 됐어요!!,,2018-03-22T16:10:56Z
크으 ㅜㅠ 대단한앱입니다 너무고맙습니다 ㅠ,,2018-03-22T16:19:10Z
독학 하시는 분한테 좋을것 같아요,,2018-03-22T18:29:11Z
좋습니다,,2018-03-22T18:32:17Z
,,2018-03-22T22:44:19Z
메가스터디 아이디는 로그인이 안되던데 막아놓으신건가요?,,2018-03-22T22:52:34Z
진짜로.별로입니다,,2018-03-22T23:43:15Z
굿굿굿,,2018-03-23T00:32:34Z
정말 도움이 됩니다 가넷이 들어가서 아쉽지만 좋아요ㅠㅠ감사해요,,2018-03-23T01:49:01Z
모르는문제 잘 알려주네요 ㄹㅇ 앵간,,2018-03-23T02:03:51Z
수학문제 모르는거 질문할때 학교 선생님 보다 나음..,,2018-03-23T02:38:20Z
좋아용😮,,2018-03-23T04:55:27Z
,,2018-03-23T06:27:40Z
학원선생님 무서워서 질문도 못허고 이해못하다가 앱까니까 자습해도 안심하고 할수 있겟네요!,,2018-03-23T06:29:28Z
선생밈들께 감사인사를 하고싶은데 채팅기능이 있나요..?,,2018-03-23T06:44:55Z
,,2018-03-23T06:46:51Z
좋긴한데 풀이라도 나왔으면 좋겠는데 풀이도 안나오고 비슷한 사진들만 나오고...그래서 질문한다 했는데 돈내야 한다고....이것만 고쳐주면 다 좋을것 같아요!!꼭 고쳐주세요~!~ 이 글이 기분이 나빴다면 죄송합니다....,,2018-03-23T06:49:28Z
,,2018-03-23T06:54:54Z
최고 입니다 .진짜,,2018-03-23T07:11:31Z
"너무 이 앱 좋네요"""" 그런데 질문권이 많이 없다는 것이 아쉬워요^^",,2018-03-23T07:14:14Z
너뭊ㅎㅎ아용👍👍,,2018-03-23T07:25:55Z
좋은 앱인 거 같아용^^ 비슷한 문제들만 나와서 좀 이해하고 풀게 되네요 어떻게보면 장점일 수도!,,2018-03-23T07:39:23Z
,,2018-03-23T08:02:36Z
정말 좋은 앱이에요!!문제 풀다가 모르는 문제가 있으면 바로 찍고!!좋아요!!,,2018-03-23T08:10:13Z
,,2018-03-23T08:15:08Z
,,2018-03-23T08:16:58Z
,,2018-03-23T08:32:45Z
좋아요,,2018-03-23T08:33:15Z
아니 왜 문제를 완벽하게 찍으면 한개의 문제만 된다고 하고 또 한가지만 물어보면 기울이면 No! 이러는데 너무~~~~~~~~~~~~~~~~~~~ 까다로워 힘들어요 진짜 마음 먹고 설치한건데... 제거합니다,,2018-03-23T08:32:58Z
,,2018-03-23T08:43:17Z
너무 좋아요 ㅎㅎㅎ,,2018-03-23T08:54:16Z
,,2018-03-23T09:24:04Z
어 저만 이런건가요? 카메라 초점이 안맞네요 아무리 화면을 눌러도 안돼요.. 급한문제였는데.. ㅠ,,2018-03-23T09:31:34Z
,,2018-03-23T09:32:58Z
콴다 쓰고 나서부터 수학이 훨씬 쉬워졌어요! 사진만 찍으면 문제가 바로바로 나오니까 너무 편해요,,2018-03-23T09:40:36Z
이거 내가 완전똑바로 14×7을 시험삼아했는데 루트를 쓴식이나옴,,2018-03-23T09:56:00Z
덕분에 모르는 문제를 풀었어요! ~^-^~ 이런 앱이있다니 신기하네요!,,2018-03-23T10:05:32Z
좋은것같아요,,2018-03-23T10:08:48Z
,,2018-03-23T10:12:07Z
시작하기를 눌렀는데 왜 시작이안되나료mmm??,,2018-03-23T10:13:11Z
좋아요 ㅎ,,2018-03-23T10:24:26Z
,,2018-03-23T10:25:15Z
다 좋은데 질문권을 사야되서ㅠㅠ 그래도 다른 건 편하고 좋아요!,,2018-03-23T10:37:20Z
,,2018-03-23T10:38:13Z
모르는거잘가르쳐줘서좋음,,2018-03-23T11:01:38Z
,,2018-03-23T11:24:45Z
앱에 사진 찍어 올리면 바로바로 답이 나와서 정말 편한 것 같아요ㅜㅜㅠㅠㅠㅠㅠ,,2018-03-23T11:26:14Z
모르는 문제를 알수있어서 좋아요,,2018-03-23T11:42:06Z
"모르는 문제를 답해주시거나 찾을 수 있어서 좋지만, 질문권이 많이 없어서 불편함도 있지만, 공부에 도움이 많이 되네요",,2018-03-23T11:44:01Z
선생님이 잘 가르쳐주시고 좋더라고요. 질문권이 좀 더 많이 생겼으면 더 좋겠어요...그래도 좋은앱입니당!,,2018-03-23T11:56:22Z
아 즁말 좋은 앱은 첨이에여! 답변해주시는 선생님께서 풀이나 팁까지 자세하게 알려주셔서 넘 좋습니다!! 꼭 다운 추천!!,,2018-03-23T11:58:48Z
판타스틱이에요!!!!!!!!!,,2018-03-23T12:13:07Z
완벽 그자체,,2018-03-23T12:17:00Z
좋아요,,2018-03-23T12:29:06Z
모르는문제 바로검색하니 똑같이나오네오 정말 고맙습니다.,,2018-03-23T12:29:59Z
,,2018-03-23T12:50:52Z
,,2018-03-23T13:01:01Z
굿#,,2018-03-23T13:18:19Z
,,2018-03-23T13:35:18Z
,,2018-03-23T13:47:01Z
되게 좋아요,,2018-03-23T13:55:03Z
질문권빠고 좋아요,,2018-03-23T13:59:00Z
너무좋아요,,2018-03-23T14:03:32Z
,,2018-03-23T14:04:41Z
좋아요,,2018-03-23T14:18:12Z
,,2018-03-23T14:45:44Z
모르는 문제를 잘 풀어주는군요 좋아요,,2018-03-23T15:41:06Z
,,2018-03-23T22:23:14Z
짱짱!!,,2018-03-23T23:30:04Z
꿀잼,,2018-03-23T23:46:32Z
,,2018-03-24T00:10:14Z
👍👍,,2018-03-24T00:14:33Z
이런앱 만들어주셔서 감사합니당!,,2018-03-24T00:22:05Z
굿. 비슷한 문제가 될때가많아요. 그검만고쳐주면 좋을듯. 그리고 중고등등 교과서 문제들은 풀이가 됬으면좋겠어요...많이 보니까,,2018-03-24T00:53:39Z
정말 간편해요!!!^^,,2018-03-24T00:56:28Z
너무너무 좋아요 ♥,,2018-03-24T01:01:50Z
,,2018-03-24T01:07:51Z
,,2018-03-24T01:15:01Z
,,2018-03-24T01:17:48Z
잘사용하고있어요!,,2018-03-24T01:17:58Z
제가 저희 와이즈만 숙재는 암ㅎ되네요...,,2018-03-24T01:20:55Z
진짜 해결안되는 문제 나올때마다 절망스럽고 친구들도 모른다고 할때는 최악이였는데 이렇게 빨리 알 수 있고 무엇보다 답지식 풀이(좀 대충?)가 아니라 선생님들이 이해하기 쉽게 차근차근 설명해주셔서 정말 좋아요!!!!!!,,2018-03-24T01:29:16Z
,,2018-03-24T02:03:54Z
정말 좋은 앱이네요^^,,2018-03-24T02:14:07Z
이거 엄청좋은데요..? 와아아아..,,2018-03-24T02:16:25Z
진짜 좋습니다,,2018-03-24T02:47:03Z
,,2018-03-24T02:47:30Z
,,2018-03-24T02:56:43Z
좋아요,,2018-03-24T03:05:16Z
,,2018-03-24T03:05:48Z
좋아용,,2018-03-24T03:17:07Z
완전 오지네요,,2018-03-24T03:42:20Z
,,2018-03-24T03:44:57Z
되게 좋은것같아요 ㅋ..,,2018-03-24T03:55:04Z
베리굿,,2018-03-24T03:59:40Z
,,2018-03-24T03:59:55Z
이거 짱짱 좋아요!!! 진짜 모등 학생분들 다 이거 쓰세요ㅠㅠㅠㅠㅠ2번쓰세요 아니 전부 쓰세요ㅠㅠㅠ!!♥,,2018-03-24T04:24:57Z
좋아요,,2018-03-24T04:40:42Z
,,2018-03-24T04:42:05Z
너무너무너무 좋아요,,2018-03-24T04:42:10Z
좋아요,,2018-03-24T05:02:38Z
이 어플 완전 대박이에요👍👍 자동 풀이 검색으로 해설도 간편하게 찾고 선생님들한테 질문을 해서 자세하게 알수 있었어요^^,,2018-03-24T05:16:04Z
정말감사드립니다. 이 앱덕에 모르는문제를 잘풀게되어 매우기쁩니다. 이 앱의 개발자분들 감사드립니다. 이 앱정말 사진찍어서 물어보니 잘 나오네요! 수학때문에 스트레스 받으신 분들께 추천합니다!,,2018-03-24T05:18:04Z
진짜 짱짱짱,,2018-03-24T05:19:45Z
혁신 inovation,,2018-03-24T05:35:15Z
좋아요,,2018-03-24T05:55:54Z
와❤이건 혁명입니됴👍죽기전까지 한번쯤은 다들 꼭 다운받아보세요&gt;&lt;레알 짱임미다😃,,2018-03-24T05:58:44Z
모르는 문제가 있을때 답지를 보는 것보다 효율적인 것 같어요!! 너무도움됩니다,,2018-03-24T06:14:53Z
,,2018-03-24T06:20:17Z
좋은 앱인것 같아요,,2018-03-24T06:21:59Z
정말 좋아요,,2018-03-24T06:24:04Z
원하는문제의 풀이를 바로바로 알려주어 도움이 많이 되었어요~^^,,2018-03-24T06:34:43Z
대박!!!! 저한테 딱 필요한 앱이예요 문제 정확도가 진짜 높아요 고마울만큼요!!,,2018-03-24T06:42:55Z
,,2018-03-24T06:50:32Z
풀이 보고싶을때 간편하게 찾아볼수 있어서 좋네요😃,,2018-03-24T06:59:26Z
너무 좋고 모르는 숙제도 술술 풀려요,,2018-03-24T07:14:56Z
,,2018-03-24T07:16:04Z
"학교숙제인데 시간도별로없어서 불안했지만,이 앱덕분에 큰도움이 됬어요!",,2018-03-24T07:16:11Z
그냥 먹어줍니다.,,2018-03-24T07:18:57Z
,,2018-03-24T07:21:50Z
좋아요,,2018-03-24T07:35:06Z
숙제나 문제집 풀이할때 너무 유용하고 좋아요! 정말 도움 많이 되니까 꼭 서보는거 강추드려요!,,2018-03-24T07:39:51Z
좋다,,2018-03-24T07:48:40Z
아주 좋아용,,2018-03-24T07:57:42Z
,,2018-03-24T08:06:44Z
,,2018-03-24T08:40:59Z
모르는 문제를 사진만 찍어도 바로 알 수 있어서 간편하고 짱 좋아요!,,2018-03-24T08:46:24Z
우와... 이앱 정말좋은것같아요!!,,2018-03-24T09:08:23Z
모르는 문제 찍으면 바로바로 나와서 좋아요~~,,2018-03-24T09:12:27Z
혼공러에게 추천합니다! 인식이 아아주잘됩니다,,2018-03-24T09:24:34Z
정말 좋은 앱이에요 질문권이 없어도 무료 검색을 하면 비슷한 유형의 문제가 많아 모르는 문제를 잘 풀 수가 있네요 질문권도 5일에 1개씩 주고! 개인적으로 정말 괜찮은 앱이라고 생각합니다 개발자님 감사드려요♡,,2018-03-24T09:28:16Z
,,2018-03-24T09:32:22Z
문제집 풀다가 모르는 문제가 나와서 광고에서 본게 생각나서 깔아봤는데 좋은거같아요!!!! 문제 찍으니까 검색도 잘되고 제 문제랑 같은 문제가 나와서 해설 찾기도 좋은 거 같아요! 답지 봐도 모를 때 정말 좋을듯 싶어요!❤,,2018-03-24T09:29:52Z
아니 친구는 잘 나오고 질문도 가능한데 왜 저만 안돼여??? 아놔,,2018-03-24T09:45:05Z
,,2018-03-24T09:51:08Z
,,2018-03-24T09:54:27Z
좋아여,,2018-03-24T10:20:23Z
오류로 인해 풀이를 확인할수없습니다 는 뭔가요? 자꾸 저 알람뜨네요.. 저 노트8인데..업데이트를 해도 안고쳐지네요..ㅜㅜ,,2018-03-24T10:32:26Z
,,2018-03-24T10:36:11Z
모두 친절히 알려주시고 웬만한 질문은 풀이가 질문권 같은거 없이 할수 있어 너무 좋아요! 최애 공부 관련 앱입니다♡♡,,2018-03-24T10:55:26Z
문제푸는데 정말 많이 도움되었습니다.,,2018-03-24T10:57:57Z
,,2018-03-24T10:58:54Z
이야 이건 대박 이거만든사람 사랑해요 이앱 개좋닿,,2018-03-24T11:09:03Z
수학공부의 혁신!!,,2018-03-24T11:09:49Z
완전 답을 알아내서 알려주는것보다 비슷한문제의 풀이를 알려주어서 풀이과정을 이용하여 문제를 풀수 있어 편하고 좋아요!,,2018-03-24T11:12:26Z
좋아요,,2018-03-24T11:22:11Z
,,2018-03-24T11:31:59Z
,,2018-03-24T11:34:27Z
해본지 얼마 안돼지만 좀 도움이 돼네요!,,2018-03-24T11:37:26Z
와진짜 짱짱이예요 꼭 사용해보세요!,,2018-03-24T11:49:52Z
기존의 문제풀이뿐만 아니라 각각 쌤들에게 물어볼 수 있어 풀이가 없을까봐 마음 졸이지 않아도 되는 자습에 매우 도움이 될 것이라고 예상한다,,2018-03-24T11:49:17Z
고맙고 감사합니다.,,2018-03-24T11:51:18Z
체고에여~~~~콴다 짱,,2018-03-24T11:52:22Z
정말 훌륭합니다,,2018-03-24T11:55:05Z
문제를 직접 찍어서 보내고 선생님들께서 풀이해주시니까 학원을 따로 다니지 않아도 공부가 되어서 짱 좋아요~!,,2018-03-24T11:58:22Z
어ㅏ 대박 좋아요ㅠㅠ,,2018-03-24T11:59:58Z
궁금한 문제가 있어 비교해봤는데 정말 좋은 것 같아요👍 해결됐습니다,,2018-03-24T12:13:12Z
,,2018-03-24T12:15:00Z
,,2018-03-24T12:16:03Z
좋음,,2018-03-24T12:22:13Z
공부할때 이해 안돼는것 있으면 풀이 해줘서 너무 좋아요~! 근데... 똑같은사진들은 안나와요ㅠㅠ,,2018-03-24T12:27:55Z
,,2018-03-24T12:33:18Z
광고보다가 찾은 앱인데 너무 좋아요.수학하다가 하다가 안돼는건 이거보고 이해할수있어서 좋아요,,2018-03-24T12:35:30Z
아니 별5개 남기래서 남긴거고요 솔직히 별3개임 이앱 좀 별로임... 아니 급한문제 보냈는데 비슷한 문제가 사진으로 오고 풀이는 안오고...왘ㅋ,,2018-03-24T12:39:24Z
,,2018-03-24T12:56:08Z
수학문제풀다가 모르는거 있어서 한번해봤는데 있내요!! 정말좋은 앱같애요 개발자분 감사합니다,,2018-03-24T13:21:07Z
,,2018-03-24T13:28:57Z
,,2018-03-24T13:36:21Z
학생들에게 도움이 되는 앱입니다,,2018-03-24T13:47:01Z
모르는 문제 바로바로 해결되서 너무 좋아요!!!,,2018-03-24T13:52:52Z
바로바로 찾을수 있어서 좋아요,,2018-03-24T13:57:48Z
광고나와서 설치했는데 좋았어요 질문권을 내야 되긴하는데 풀이가 나오니까 이해도 좀 되기도 하고 유용해요,,2018-03-24T14:16:20Z
,,2018-03-24T14:30:32Z
너무 짱!짱! 좋아요!!! 모르는 문제 물어볼사람이 없었는데 이앱이 모르는거 다알려주고 바로바로 알려줘서 편해요♥,,2018-03-24T14:35:29Z
아주 좋아오,,2018-03-24T14:48:53Z
진짜 짱,,2018-03-24T14:54:22Z
너무좋아요 문제질문짱,,2018-03-24T14:59:06Z
모르는거 바로바로 해결가능해서좋네요 ㅎ,,2018-03-24T14:59:31Z
,,2018-03-24T15:03:36Z
왜 로그인이 안되는거죠;;매가패스 회원인데 로그인이 안되네요 아이디랑 비번을 까먹은줄알고 메가스터디에 로그인을 했는데 잘되던데요...수정해주세요,,2018-03-24T15:03:40Z
ㅋㅋ 근데 ㄹㅇ 잘나와있음. 게임처럼 출석체크 만들어서 질문권이랑 가넷 퍼주는것도 나쁘진 않을듯,,2018-03-24T15:19:12Z
오늘 콴다 처음 사용했습니다. 새벽시간인데 바로 답변이 와서 정말 놀랐고 고마웠어요 이 앱을 애용할거같아요!,,2018-03-24T18:02:22Z
좋은거같네여 ㅎ,,2018-03-24T23:18:04Z
모르는 문제 있어서 급하게 다운 받았는데 정말 좋아요! 돈 내지 않아도 문제집에 있는 문제는 사진만 찍으면 바로 답지 보여주고 다른 사람이 선생님께 질문했던 문제도 똑같으면 바로 나와서 빠르게 풀 수 있어요 감사합니다 ~,,2018-03-25T00:35:15Z
콴다 짱 좋아요 짱짱맨!,,2018-03-25T00:52:12Z
답지보다 더 괜찮고. 좋은 앱,,2018-03-25T00:53:31Z
물료체험해볼려고요,,2018-03-25T00:59:48Z
,,2018-03-25T01:03:59Z
너무 좋슴미다,,2018-03-25T01:36:12Z
정말좋아요!,,2018-03-25T01:53:26Z
,,2018-03-25T01:56:10Z
,,2018-03-25T01:58:02Z
,,2018-03-25T02:08:38Z
good,,2018-03-25T02:15:12Z
좋긴 좋은데....... 질문권이 있어야 한다는 점이 완전 별로네요;;;;,,2018-03-25T02:35:51Z
광고가 캐리했어요,,2018-03-25T02:45:27Z
완전 신기해요♥,,2018-03-25T02:49:04Z
,,2018-03-25T03:01:36Z
,,2018-03-25T03:06:09Z
좋아요,,2018-03-25T03:12:17Z
문제를 질문할 때 같은 문제의 풀이를 보여주는 게 신기하네요. 잘 이용하겠습니다.,,2018-03-25T03:14:32Z
,,2018-03-25T03:30:10Z
캬좋다,,2018-03-25T03:35:01Z
너무 편합니다ㅏㅁ!!!,,2018-03-25T03:36:11Z
너무좋아요,,2018-03-25T03:36:22Z
,,2018-03-25T03:40:26Z
,,2018-03-25T03:44:11Z
,,2018-03-25T03:51:49Z
최고에요!!!!!!!!!,,2018-03-25T03:52:08Z
,,2018-03-25T04:02:45Z
도움 엄청 잘 도ㅑ용,,2018-03-25T04:08:34Z
답알려줘서좋은데 엉 ..스스로풀지않을때도있어서 그점이 안좋은건가?암튼조아요&gt;&lt;싫으면안쓰묜데니까요,,2018-03-25T04:10:00Z
,,2018-03-25T04:36:16Z
,,2018-03-25T04:37:39Z
,,2018-03-25T04:41:28Z
와.. 다 좋은데 선생님만 10분 찾길래 질문 삭제했는데 무료질문권 증발한거 실화인가요,,2018-03-25T04:48:10Z
모르는 문제 꼭찝어서 알랴줌 짱!!!,,2018-03-25T04:54:32Z
좋아요,,2018-03-25T04:54:54Z
걍 돈내면 되는데 돈이없어서,,2018-03-25T04:57:01Z
,,2018-03-25T05:02:03Z
모르는 문제들이 풀이가 자세히 나와있어서 좋네요,,2018-03-25T05:04:08Z
너무 잘 알려줌,,2018-03-25T05:04:47Z
,,2018-03-25T05:14:29Z
일단 무조건 5분안에 풀이를 해줘서 넘 좋은것 같아요ㅎㅎ,,2018-03-25T05:29:50Z
좋습니다 !,,2018-03-25T05:35:31Z
,,2018-03-25T05:38:10Z
아주 좋습니드,,2018-03-25T05:49:54Z
문제 풀다가 모르는게 나와서 한번 해봤는데 되게 좋은것같아요!,,2018-03-25T06:01:00Z
아주좋아요 궁금증해결 굳굳,,2018-03-25T06:12:03Z
,,2018-03-25T06:13:45Z
모르는 문제가 있을때 쉽게 물어볼 수 있어서 편리하고. 풀이또한 나와 있어서 유익하고 좋은 것 같다.,,2018-03-25T06:16:13Z
완전좋다,,2018-03-25T06:17:43Z
너무좋아여!!,,2018-03-25T06:41:08Z
진짜 최고,,2018-03-25T06:45:14Z
너무좋아여,,2018-03-25T06:49:51Z
완전 편리해요!,,2018-03-25T06:55:56Z
,,2018-03-25T07:02:40Z
,,2018-03-25T07:11:08Z
좋아요,,2018-03-25T07:13:01Z
"좋은데, 선생님 질문건이 싸거나 무료로 주는게 더 많았으면 좋겠어요.",,2018-03-25T07:16:38Z
저는 꽤 좋은거 같아요 ! 모르는 문제가 있으면 바로 풀이과정을 알 수 있더라구요.,,2018-03-25T07:27:12Z
모르는 문제를 콴다로 이해할수 있게 되어서 좋아요 !,,2018-03-25T07:41:39Z
,,2018-03-25T07:43:43Z
답지를 뜯어가는 학원이 많아서 ㅠㅠ 계속 생각해도 답이 안 나올 때가 있는데 콴다에 물어보면 쉬운 풀이를 얻을 수 있어서 좋은 것 같아요,,2018-03-25T07:48:24Z
,,2018-03-25T07:50:42Z
최고최고,,2018-03-25T07:56:20Z
"모르는 문제를 찍으면,간편하게 풀이 과정과 답이 나오니 쉽게 알 수 있어서 좋네요. 몇몇 없는 문제가 있긴 하지만,숫자만 다른 비슷한 문제가 나와서 풀이과정과 답을 알 수 있었습니다.",,2018-03-25T07:54:49Z
,,2018-03-25T08:05:41Z
,,2018-03-25T08:12:08Z
선생님들도 잘 풀어주셔서 좋은 것 같애요!! 이해가 잘됩니다 감사합니다:),,2018-03-25T08:21:03Z
바로똑같은 문제도 나오고 답도 잘나오네요! 어떻게해서 그렇게 되는지 설명만 잘알려주시면 좋겠어요 그것만빼면 아주좋네요!,,2018-03-25T08:36:45Z
유용한듯,,2018-03-25T09:02:12Z
좋아요,,2018-03-25T09:05:39Z
좋다!,,2018-03-25T09:18:28Z
너무좋습니다,,2018-03-25T09:18:40Z
,,2018-03-25T09:24:53Z
좋네요ㆍㆍ,,2018-03-25T09:26:49Z
엄청좋아요,,2018-03-25T09:28:54Z
,,2018-03-25T09:36:59Z
,,2018-03-25T09:42:21Z
좋은디 질문권 써서 쌤기다리다 실수로 나가서 질문권은 사라졋는데 답변은 않와요라고 하려했는데 왔네요!ㅋㅋ 답변 확률(?)이 좀만더 높고 질문권 굳이 않사도 되게하는 방법이늘어났으면 좋겠어여,,2018-03-25T09:59:24Z
유용하고 좋네요,,2018-03-25T10:03:07Z
,,2018-03-25T10:05:20Z
굳 말이 필요없음,,2018-03-25T10:07:49Z
정말 좋아요!,,2018-03-25T10:09:44Z
모르는 문제 있는데 이거 덕분에 알게 되었엉요 감사합니다,,2018-03-25T10:13:20Z
개꿀어플 ㅅㅅ,,2018-03-25T10:21:04Z
답지 보다 더 자세하게 알려줘서 좋아용,,2018-03-25T10:25:34Z
솔직히별로에요모르는거풀이과정을볼려고했는데문제만나오고 풀이과정은안나오네요,,2018-03-25T10:27:20Z
너무 좋아요!!모르는 문제의 풀이를5초만에 알려주다니~~,,2018-03-25T10:34:54Z
,,2018-03-25T10:37:14Z
,,2018-03-25T10:42:23Z
어려운문제있어서 설치해봤더니 좋내요,,2018-03-25T10:42:49Z
좋가,,2018-03-25T10:46:31Z
이거 왜 문제를 찍었는데 왜 다른 문제가 나오죠? 이러면 검색을 해도 소용이 없네요,,2018-03-25T10:48:36Z
완전 조아용,,2018-03-25T10:54:19Z
좋아용,,2018-03-25T10:59:38Z
시험을 다 못풀어서 답을 모르는데 어려운 문제나와서 고민하던 찰나에 이 앱이 생각나서 깔았는데 정말 좋네요,,2018-03-25T11:12:36Z
답이 저랑 푼거랑 살짝 다른거같아서 별4개입니다,,2018-03-25T11:19:59Z
좋은어플이에용,,2018-03-25T11:23:55Z
,,2018-03-25T11:25:02Z
모르는 문제들을 선생님에게 물어보지 않아도 되니까 엄청 편리해요!,,2018-03-25T11:30:00Z
,,2018-03-25T11:33:35Z
아주 좋아요~~~,,2018-03-25T11:34:19Z
잘 검색되네영,,2018-03-25T11:35:55Z
어이가 없네...;;;,,2018-03-25T11:37:16Z
정말 모르는 문제가 있을 때 마다 풀이를 받을 수 있어서 정말 좋습니다 강력 추천합니다,,2018-03-25T11:44:30Z
,,2018-03-25T11:46:11Z
정말 좋아요 웬만한 문제는 잘 인식되고 안 되도 질문권 쓰면 바로 쌤한테 풀이가 오네요 정말 좋습니다,,2018-03-25T11:48:15Z
,,2018-03-25T11:51:03Z
넘나 조흔것,,2018-03-25T11:51:20Z
정말좋아요,,2018-03-25T11:53:38Z
짱 좋아요!,,2018-03-25T11:55:21Z
,,2018-03-25T12:00:38Z
,,2018-03-25T12:03:53Z
,,2018-03-25T12:04:14Z
,,2018-03-25T12:04:48Z
우와! 넘 좋네요!,,2018-03-25T12:06:08Z
정말 설명을 잘 해주시고 이해하기 편했어요~,,2018-03-25T12:06:58Z
감사합니다!!!,,2018-03-25T12:08:17Z
,,2018-03-25T12:24:00Z
좋아요 근데 문제까지는 나와있는데 답이 안나오는것도 있거 아예 문제도 없는것도 만아요,,2018-03-25T12:32:17Z
안나오는 문제가 없고... 가끔 선생님들의 풀이도 나와서 너무 좋은것 같아요!!,,2018-03-25T12:33:53Z
,,2018-03-25T12:35:25Z
이상해난이런거진짜싫어!,,2018-03-25T12:38:05Z
제가 정말 모르는 문제가 있었는데 우연히 콴다광고를 보게 되어서 콴다로 문제 정말 잘풀었어요 감사해요 정말 짱이에요 대박!!~~^^♡♡,,2018-03-25T12:38:05Z
,,2018-03-25T12:51:48Z
속는셈치고 깔았는데 굉장히 좋네요!,,2018-03-25T12:51:35Z
완죤조아유👍👍,,2018-03-25T12:53:54Z
와 진짜 이런 비슷한 앱많이 써봤는데 콴다는 진짜 너무 좋아요 문제를 찍으면 바로 알려주고 질문권이랑 가넷을 사야한다는게 조금 아쉽지만.. 좋은 앱입니다,,2018-03-25T12:52:50Z
솔직히 좋아요. 유료도 아닌데 이정도면 괜찮은거 같은뎅,,2018-03-25T12:54:50Z
선생님들이 친절하시고 좋네용★,,2018-03-25T12:55:09Z
문제도 잘 나오고 쌤도 친절하고 넘 좋아용~,,2018-03-25T13:00:18Z
좋아요,,2018-03-25T13:02:11Z
,,2018-03-25T13:17:35Z
,,2018-03-25T13:32:25Z
GG,,2018-03-25T13:34:20Z
좀만더 자세히알려주시좋겠지만 좋은앱입니다,,2018-03-25T13:33:52Z
이거어그로임? 말해는데답장인함,,2018-03-25T13:39:37Z
,,2018-03-25T13:49:11Z
저 질문할때 가넷 추가 어떻게 하나요??,,2018-03-25T13:53:19Z
